Date,Workout,Exercise,Set,Reps,Weight (lbs),Raw,Exercise_Normalized,Exercise_Canonical
2025-11-20,Leg Day 2,Single Leg RDL (bench supported),1,10,95,10 X 95 lbs,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-11-20,Leg Day 2,Single Leg RDL (bench supported),2,10,100,10 X 100 lbs,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-11-21,Upper 2,,1,6,50,,DB Hammer curls,
2025-11-21,Upper 2,,2,7,50,,DB Hammer curls,
2025-11-21,Upper 2,DB Hammer curls,1,6,50,6 X 50 lbs,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-11-21,Upper 2,DB Hammer curls,2,7,50,7 X 50 lbs,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-11-21,Upper 2,,1,7,50,,Incline DB bench,
2025-11-21,Upper 2,,2,7,55,,Incline DB bench,
2025-11-21,Upper 2,Incline DB bench,1,7,50,7 X 50 lbs,Incline Dumbbell Bench,Incline Dumbbell Bench
2025-11-21,Upper 2,Incline DB bench,2,7,55,7 X 55 lbs,Incline Dumbbell Bench,Incline Dumbbell Bench
2025-11-21,Upper 2,Machine chest fly,1,7,65,7 X 65 lbs,Machine Chest Fly,Machine Chest Fly
2025-11-21,Upper 2,Machine chest fly,2,7,70,7 X 70 lbs,Machine Chest Fly,Machine Chest Fly
2025-11-21,Upper 2,,1,7,65,,Machine chest fly,
2025-11-21,Upper 2,,2,7,70,,Machine chest fly,
2025-11-21,Upper 2,Overhand row (captioned),1,8,245,8 X 245 lbs,Overhand Row,Overhand Row
2025-11-21,Upper 2,Overhand row (captioned),2,8,250,8 X 250 lbs,Overhand Row,Overhand Row
2025-11-21,Upper 2,,1,8,245,,Overhand row (captioned),
2025-11-21,Upper 2,,2,8,250,,Overhand row (captioned),
2025-11-21,Upper 2,Rear delt cable fly,1,8,15,8 X 15 lbs,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-11-21,Upper 2,Rear delt cable fly,2,8,20,8 X 20 lbs,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-11-21,Upper 2,,1,8,15,,Rear delt cable fly,
2025-11-21,Upper 2,,2,8,20,,Rear delt cable fly,
2025-11-21,Upper 2,Tricep Dip Machine (Plate Loaded),1,10,280,10 X 280 lbs,Tricep Dip Machine,Tricep Dip Machine
2025-11-21,Upper 2,Tricep Dip Machine (Plate Loaded),2,10,285,10 X 285 lbs,Tricep Dip Machine,Tricep Dip Machine
2025-11-21,Upper 2,,1,10,280,,Tricep Dip Machine (Plate Loaded),
2025-11-21,Upper 2,,2,10,285,,Tricep Dip Machine (Plate Loaded),
2025-11-22,Shoulders/Arms,Bayesian Biceps cable curl,1,10,30,10 X 30 lbs,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-11-22,Shoulders/Arms,Bayesian Biceps cable curl,2,10,35,10 X 35 lbs,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-11-22,Shoulders/Arms,Bayesian Biceps cable curl,3,10,25,10 X 25 lbs,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-11-22,Shoulders/Arms,,1,10,30,,Bayesian Biceps cable curl,
2025-11-22,Shoulders/Arms,,2,10,35,,Bayesian Biceps cable curl,
2025-11-22,Shoulders/Arms,,3,10,25,,Bayesian Biceps cable curl,
2025-11-22,Shoulders/Arms,Cable lateral raise (with wrist strap),1,5,25,5 X 25 lbs,Cable Lateral Raise,Cable Lateral Raise
2025-11-22,Shoulders/Arms,Cable lateral raise (with wrist strap),2,5,30,5 X 30 lbs,Cable Lateral Raise,Cable Lateral Raise
2025-11-22,Shoulders/Arms,Cable rotation,1,8,40,8 X 40 lbs,Cable Rotation,Cable Rotation
2025-11-22,Shoulders/Arms,Cable rotation,2,8,45,8 X 45 lbs,Cable Rotation,Cable Rotation
2025-11-22,Shoulders/Arms,,1,5,25,,Cable lateral raise (with wrist strap),
2025-11-22,Shoulders/Arms,,2,5,30,,Cable lateral raise (with wrist strap),
2025-11-22,Shoulders/Arms,,1,8,40,,Cable rotation,
2025-11-22,Shoulders/Arms,,2,8,45,,Cable rotation,
2025-11-22,Shoulders/Arms,Incline machine chest press (captioned),1,7,145,7 X 145 lbs,Incline Machine Chest Press,Incline Machine Chest Press
2025-11-22,Shoulders/Arms,Incline machine chest press (captioned),2,7,150,7 X 150 lbs,Incline Machine Chest Press,Incline Machine Chest Press
2025-11-22,Shoulders/Arms,,1,7,145,,Incline machine chest press (captioned),
2025-11-22,Shoulders/Arms,,2,7,150,,Incline machine chest press (captioned),
2025-11-22,Shoulders/Arms,Machine Rear Delt Fly,1,7,40,7 X 40 lbs,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-11-22,Shoulders/Arms,Machine Rear Delt Fly,2,7,45,7 X 45 lbs,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-11-22,Shoulders/Arms,Oblique Cable Crunch,1,8,45,8 X 45 lbs,Oblique Cable Crunch,Oblique Cable Crunch
2025-11-22,Shoulders/Arms,Oblique Cable Crunch,2,8,50,8 X 50 lbs,Oblique Cable Crunch,Oblique Cable Crunch
2025-11-22,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),1,7,25,7 X 25 lbs,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-11-22,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),2,7,30,7 X 30 lbs,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-11-22,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),3,7,35,7 X 35 lbs,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-11-22,Shoulders/Arms,,1,7,25,,Single arm tricep pushdown (with wrist strap),
2025-11-22,Shoulders/Arms,,2,7,30,,Single arm tricep pushdown (with wrist strap),
2025-11-22,Shoulders/Arms,,3,7,35,,Single arm tricep pushdown (with wrist strap),
2025-11-22,Shoulders/Arms,Smith machine shoulder press,1,6,150,6 X 150 lbs,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-11-22,Shoulders/Arms,Smith machine shoulder press,2,6,155,6 X 155 lbs,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-11-22,Shoulders/Arms,Smith machine shoulder press,3,6,160,6 X 160 lbs,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-11-22,Shoulders/Arms,,1,6,150,,Smith machine shoulder press,
2025-11-22,Shoulders/Arms,,2,6,155,,Smith machine shoulder press,
2025-11-22,Shoulders/Arms,,3,6,160,,Smith machine shoulder press,
2025-11-22,Shoulders/Arms,Upper body warmup,1,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-22,Shoulders/Arms,Upper body warmup,2,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-22,Shoulders/Arms,,1,10,10,,Upper body warmup,
2025-11-22,Shoulders/Arms,,2,10,10,,Upper body warmup,
2025-11-24,Legs 1,Dumbbell Split Squat using squat rack setup,1,8,80,8 X 80 lbs,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-11-24,Legs 1,Dumbbell Split Squat using squat rack setup,2,8,85,8 X 85 lbs,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-11-24,Legs 1,,1,8,80,,Dumbbell Split Squat using squat rack setup,
2025-11-24,Legs 1,,2,8,85,,Dumbbell Split Squat using squat rack setup,
2025-11-24,Legs 1,,1,13,85,,Hip ADDuction,
2025-11-24,Legs 1,,2,13,90,,Hip ADDuction,
2025-11-24,Legs 1,,3,12,95,,Hip ADDuction,
2025-11-24,Legs 1,Hip ADDuction,1,13,85,13 X 85 lbs,Hip Adduction,Hip Adduction
2025-11-24,Legs 1,Hip ADDuction,2,13,90,13 X 90 lbs,Hip Adduction,Hip Adduction
2025-11-24,Legs 1,Hip ADDuction,3,12,95,12 X 95 lbs,Hip Adduction,Hip Adduction
2025-11-24,Legs 1,Leg extension,1,8,150,8 X 150 lbs,Leg Extension,Leg Extension
2025-11-24,Legs 1,Leg extension,2,8,155,8 X 155 lbs,Leg Extension,Leg Extension
2025-11-24,Legs 1,Leg extension,3,8,160,8 X 160 lbs,Leg Extension,Leg Extension
2025-11-24,Legs 1,,1,8,150,,Leg extension,
2025-11-24,Legs 1,,2,8,155,,Leg extension,
2025-11-24,Legs 1,,3,8,160,,Leg extension,
2025-11-24,Legs 1,Pendulum Squat,1,6,140,6 X 140 lbs,Pendulum Squat,Pendulum Squat
2025-11-24,Legs 1,Pendulum Squat,2,6,150,6 X 150 lbs,Pendulum Squat,Pendulum Squat
2025-11-24,Legs 1,Seated hamstring curl,1,6,150,6 X 150 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-24,Legs 1,Seated hamstring curl,2,6,155,6 X 155 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-24,Legs 1,,1,6,150,,Seated hamstring curl,
2025-11-24,Legs 1,,2,6,155,,Seated hamstring curl,
2025-11-24,Legs 1,Single leg hamstring curl,1,10,55,10 X 55 lbs,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-11-24,Legs 1,Single leg hamstring curl,2,10,60,10 X 60 lbs,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-11-24,Legs 1,,1,10,55,,Single leg hamstring curl,
2025-11-24,Legs 1,,2,10,60,,Single leg hamstring curl,
2025-11-24,Legs 1,Smith machine calf-raise,1,10,240,10 X 240 lbs,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-11-24,Legs 1,Smith machine calf-raise,2,10,250,10 X 250 lbs,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-11-24,Legs 1,Smith machine calf-raise,3,10,260,10 X 260 lbs,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-11-24,Legs 1,,1,10,240,,Smith machine calf-raise,
2025-11-24,Legs 1,,2,10,250,,Smith machine calf-raise,
2025-11-24,Legs 1,,3,10,260,,Smith machine calf-raise,
2025-11-25,Upper 1,Bench supported Hi-Lo Cable Row,1,8,55,8 X 55 lbs,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-11-25,Upper 1,Bench supported Hi-Lo Cable Row,2,8,60,8 X 60 lbs,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-11-25,Upper 1,,1,8,55,,Bench supported Hi-Lo Cable Row,
2025-11-25,Upper 1,,2,8,60,,Bench supported Hi-Lo Cable Row,
2025-11-25,Upper 1,Cable crunch,1,15,90,15 X 90 lbs,Cable Crunch,Cable Crunch
2025-11-25,Upper 1,Cable crunch,2,15,95,15 X 95 lbs,Cable Crunch,Cable Crunch
2025-11-25,Upper 1,Cable crunch,3,15,100,15 X 100 lbs,Cable Crunch,Cable Crunch
2025-11-25,Upper 1,,1,15,90,,Cable crunch,
2025-11-25,Upper 1,,2,15,95,,Cable crunch,
2025-11-25,Upper 1,,3,15,100,,Cable crunch,
2025-11-25,Upper 1,Chest Dips,1,6,5,6 X 5 lbs,Chest Dips,Chest Dips
2025-11-25,Upper 1,Chest Dips,2,6,10,6 X 10 lbs,Chest Dips,Chest Dips
2025-11-25,Upper 1,Egyptian Lateral Raise,1,8,15,8 X 15 lbs,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-11-25,Upper 1,Egyptian Lateral Raise,2,8,20,8 X 20 lbs,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-11-25,Upper 1,Egyptian Lateral Raise,3,8,25,8 X 25 lbs,Egyptian Lateral Raise,Egyptian Lateral Raise
2025-11-25,Upper 1,Incline Smith Machine Bench,1,8,140,8 X 140 lbs,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-11-25,Upper 1,Incline Smith Machine Bench,2,8,145,8 X 145 lbs,Incline Smith Machine Bench,Incline Smith Machine Bench
2025-11-25,Upper 1,Lat pulldown,1,6,130,6 X 130 lbs,Lat Pulldown,Lat Pulldown
2025-11-25,Upper 1,Lat pulldown,2,6,140,6 X 140 lbs,Lat Pulldown,Lat Pulldown
2025-11-25,Upper 1,,1,6,130,,Lat pulldown,
2025-11-25,Upper 1,,2,6,140,,Lat pulldown,
2025-11-25,Upper 1,Machine Chest Press,1,6,125,6 X 125 lbs,Machine Chest Press,Machine Chest Press
2025-11-25,Upper 1,Machine Chest Press,2,6,130,6 X 130 lbs,Machine Chest Press,Machine Chest Press
2025-11-25,Upper 1,Tricep Doubld Rope Pushdown,1,10,45,10 X 45 lbs,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-11-25,Upper 1,Tricep Doubld Rope Pushdown,2,10,50,10 X 50 lbs,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-11-25,Upper 1,Tricep Doubld Rope Pushdown,3,8,55,8 X 55 lbs,Tricep Doubld Rope Pushdown,Tricep Doubld Rope Pushdown
2025-11-25,Upper 1,Upper body warmup,1,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-25,Upper 1,Upper body warmup,2,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-25,Upper 1,,1,10,10,,Upper body warmup,
2025-11-25,Upper 1,,2,10,10,,Upper body warmup,
2025-11-27,Leg Day 2,,1,6,250,,Belt Squat RDL,
2025-11-27,Leg Day 2,,2,6,255,,Belt Squat RDL,
2025-11-27,Leg Day 2,,3,6,260,,Belt Squat RDL,
2025-11-27,Leg Day 2,Belt Squat RDL,1,6,250,6 X 250 lbs,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-11-27,Leg Day 2,Belt Squat RDL,2,6,255,6 X 255 lbs,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-11-27,Leg Day 2,Belt Squat RDL,3,6,260,6 X 260 lbs,Belt Squat Romanian Deadlift,Belt Squat Romanian Deadlift
2025-11-27,Leg Day 2,Cable crunch,1,16,90,16 X 90 lbs,Cable Crunch,Cable Crunch
2025-11-27,Leg Day 2,Cable crunch,2,16,95,16 X 95 lbs,Cable Crunch,Cable Crunch
2025-11-27,Leg Day 2,Cable crunch,3,16,100,16 X 100 lbs,Cable Crunch,Cable Crunch
2025-11-27,Leg Day 2,,1,16,90,,Cable crunch,
2025-11-27,Leg Day 2,,2,16,95,,Cable crunch,
2025-11-27,Leg Day 2,,3,16,100,,Cable crunch,
2025-11-27,Leg Day 2,Glute biased extension,1,8,35,8 X 35 lbs,Glute Biased Extension,Glute Biased Extension
2025-11-27,Leg Day 2,Glute biased extension,2,8,50,8 X 50 lbs,Glute Biased Extension,Glute Biased Extension
2025-11-27,Leg Day 2,,1,8,35,,Glute biased extension,
2025-11-27,Leg Day 2,,2,8,50,,Glute biased extension,
2025-11-27,Leg Day 2,Hip Thrust,1,6,130,6 X 130 lbs,Hip Thrust,Hip Thrust
2025-11-27,Leg Day 2,Hip Thrust,2,6,140,6 X 140 lbs,Hip Thrust,Hip Thrust
2025-11-27,Leg Day 2,Hip Thrust,3,6,150,6 X 150 lbs,Hip Thrust,Hip Thrust
2025-11-27,Leg Day 2,Leg extension,1,9,150,9 X 150 lbs,Leg Extension,Leg Extension
2025-11-27,Leg Day 2,Leg extension,2,9,155,9 X 155 lbs,Leg Extension,Leg Extension
2025-11-27,Leg Day 2,,1,9,150,,Leg extension,
2025-11-27,Leg Day 2,,2,9,155,,Leg extension,
2025-11-27,Leg Day 2,Machine Calf Raise (Gastroc),1,17,370,17 X 370 lbs,Machine Calf Raise,Machine Calf Raise
2025-11-27,Leg Day 2,Machine Calf Raise (Gastroc),2,17,380,17 X 380 lbs,Machine Calf Raise,Machine Calf Raise
2025-11-27,Leg Day 2,Machine Calf Raise (Gastroc),3,17,390,17 X 390 lbs,Machine Calf Raise,Machine Calf Raise
2025-11-27,Leg Day 2,,1,17,370,,Machine Calf Raise (Gastroc),
2025-11-27,Leg Day 2,,2,17,380,,Machine Calf Raise (Gastroc),
2025-11-27,Leg Day 2,,3,17,390,,Machine Calf Raise (Gastroc),
2025-11-27,Leg Day 2,Seated hamstring curl,1,9,145,9 X 145 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-27,Leg Day 2,Seated hamstring curl,2,9,150,9 X 150 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-11-27,Leg Day 2,,1,9,145,,Seated hamstring curl,
2025-11-27,Leg Day 2,,2,9,150,,Seated hamstring curl,
2025-11-27,Leg Day 2,,1,8,100,,Single Leg RDL (bench supported),
2025-11-27,Leg Day 2,,2,8,105,,Single Leg RDL (bench supported),
2025-11-27,Leg Day 2,Single Leg RDL (bench supported),1,8,100,8 X 100 lbs,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-11-27,Leg Day 2,Single Leg RDL (bench supported),2,8,105,8 X 105 lbs,Single Leg Romanian Deadlift,Single Leg Romanian Deadlift
2025-11-28,Upper 2,,1,7,50,,DB Hammer curls,
2025-11-28,Upper 2,,2,6,55,,DB Hammer curls,
2025-11-28,Upper 2,DB Hammer curls,1,7,50,7 X 50 lbs,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-11-28,Upper 2,DB Hammer curls,2,6,55,6 X 55 lbs,Dumbbell Hammer Curls,Dumbbell Hammer Curls
2025-11-28,Upper 2,,1,8,50,,Incline DB bench,
2025-11-28,Upper 2,,2,9,55,,Incline DB bench,
2025-11-28,Upper 2,Incline DB bench,1,8,50,8 X 50 lbs,Incline Dumbbell Bench,Incline Dumbbell Bench
2025-11-28,Upper 2,Incline DB bench,2,9,55,9 X 55 lbs,Incline Dumbbell Bench,Incline Dumbbell Bench
2025-11-28,Upper 2,Machine chest fly,1,8,65,8 X 65 lbs,Machine Chest Fly,Machine Chest Fly
2025-11-28,Upper 2,Machine chest fly,2,8,70,8 X 70 lbs,Machine Chest Fly,Machine Chest Fly
2025-11-28,Upper 2,,1,8,65,,Machine chest fly,
2025-11-28,Upper 2,,2,8,70,,Machine chest fly,
2025-11-28,Upper 2,Overhand row (captioned),1,6,250,6 X 250 lbs,Overhand Row,Overhand Row
2025-11-28,Upper 2,Overhand row (captioned),2,6,255,6 X 255 lbs,Overhand Row,Overhand Row
2025-11-28,Upper 2,,1,6,250,,Overhand row (captioned),
2025-11-28,Upper 2,,2,6,255,,Overhand row (captioned),
2025-11-28,Upper 2,Rear delt cable fly,1,9,15,9 X 15 lbs,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-11-28,Upper 2,Rear delt cable fly,2,9,20,9 X 20 lbs,Rear Delt Cable Fly,Rear Delt Cable Fly
2025-11-28,Upper 2,,1,9,15,,Rear delt cable fly,
2025-11-28,Upper 2,,2,9,20,,Rear delt cable fly,
2025-11-28,Upper 2,Tricep Dip Machine (Plate Loaded),1,8,285,8 X 285 lbs,Tricep Dip Machine,Tricep Dip Machine
2025-11-28,Upper 2,Tricep Dip Machine (Plate Loaded),2,8,290,8 X 290 lbs,Tricep Dip Machine,Tricep Dip Machine
2025-11-28,Upper 2,,1,8,285,,Tricep Dip Machine (Plate Loaded),
2025-11-28,Upper 2,,2,8,290,,Tricep Dip Machine (Plate Loaded),
2025-11-29,Shoulders/Arms,Bayesian Biceps cable curl,1,10,25,10 X 25 lbs,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-11-29,Shoulders/Arms,Bayesian Biceps cable curl,2,10,30,10 X 30 lbs,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-11-29,Shoulders/Arms,Bayesian Biceps cable curl,3,10,35,10 X 35 lbs,Bayesian Biceps Cable Curl,Bayesian Biceps Cable Curl
2025-11-29,Shoulders/Arms,,1,10,25,,Bayesian Biceps cable curl,
2025-11-29,Shoulders/Arms,,2,10,30,,Bayesian Biceps cable curl,
2025-11-29,Shoulders/Arms,,3,10,35,,Bayesian Biceps cable curl,
2025-11-29,Shoulders/Arms,Cable lateral raise (with wrist strap),1,6,25,6 X 25 lbs,Cable Lateral Raise,Cable Lateral Raise
2025-11-29,Shoulders/Arms,Cable lateral raise (with wrist strap),2,6,30,6 X 30 lbs,Cable Lateral Raise,Cable Lateral Raise
2025-11-29,Shoulders/Arms,Cable rotation,1,9,40,9 X 40 lbs,Cable Rotation,Cable Rotation
2025-11-29,Shoulders/Arms,Cable rotation,2,9,45,9 X 45 lbs,Cable Rotation,Cable Rotation
2025-11-29,Shoulders/Arms,,1,6,25,,Cable lateral raise (with wrist strap),
2025-11-29,Shoulders/Arms,,2,6,30,,Cable lateral raise (with wrist strap),
2025-11-29,Shoulders/Arms,,1,9,40,,Cable rotation,
2025-11-29,Shoulders/Arms,,2,9,45,,Cable rotation,
2025-11-29,Shoulders/Arms,Incline machine chest press (captioned),1,5,150,5 X 150 lbs,Incline Machine Chest Press,Incline Machine Chest Press
2025-11-29,Shoulders/Arms,Incline machine chest press (captioned),2,5,155,5 X 155 lbs,Incline Machine Chest Press,Incline Machine Chest Press
2025-11-29,Shoulders/Arms,,1,5,150,,Incline machine chest press (captioned),
2025-11-29,Shoulders/Arms,,2,5,155,,Incline machine chest press (captioned),
2025-11-29,Shoulders/Arms,Machine Rear Delt Fly,1,8,40,8 X 40 lbs,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-11-29,Shoulders/Arms,Machine Rear Delt Fly,2,8,45,8 X 45 lbs,Machine Rear Delt Fly,Machine Rear Delt Fly
2025-11-29,Shoulders/Arms,Oblique Cable Crunch,1,10,45,10 X 45 lbs,Oblique Cable Crunch,Oblique Cable Crunch
2025-11-29,Shoulders/Arms,Oblique Cable Crunch,2,10,50,10 X 50 lbs,Oblique Cable Crunch,Oblique Cable Crunch
2025-11-29,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),1,8,50,8 X 50 lbs,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-11-29,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),2,8,55,8 X 55 lbs,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-11-29,Shoulders/Arms,Single arm tricep pushdown (with wrist strap),3,8,60,8 X 60 lbs,Single Arm Tricep Pushdown,Single Arm Tricep Pushdown
2025-11-29,Shoulders/Arms,,1,8,50,,Single arm tricep pushdown (with wrist strap),
2025-11-29,Shoulders/Arms,,2,8,55,,Single arm tricep pushdown (with wrist strap),
2025-11-29,Shoulders/Arms,,3,8,60,,Single arm tricep pushdown (with wrist strap),
2025-11-29,Shoulders/Arms,Smith machine shoulder press,1,4,155,4 X 155 lbs,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-11-29,Shoulders/Arms,Smith machine shoulder press,2,4,160,4 X 160 lbs,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-11-29,Shoulders/Arms,Smith machine shoulder press,3,4,165,4 X 165 lbs,Smith Machine Shoulder Press,Smith Machine Shoulder Press
2025-11-29,Shoulders/Arms,,1,4,155,,Smith machine shoulder press,
2025-11-29,Shoulders/Arms,,2,4,160,,Smith machine shoulder press,
2025-11-29,Shoulders/Arms,,3,4,165,,Smith machine shoulder press,
2025-11-29,Shoulders/Arms,Upper body warmup,1,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-29,Shoulders/Arms,Upper body warmup,2,10,10,10 X 10 lbs,Upper Body Warmup,Upper Body Warmup
2025-11-29,Shoulders/Arms,,1,10,10,,Upper body warmup,
2025-11-29,Shoulders/Arms,,2,10,10,,Upper body warmup,
2025-12-01,Legs 1,Dumbbell Split Squat using squat rack setup,1,9,80,9 X 80 lbs,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-12-01,Legs 1,Dumbbell Split Squat using squat rack setup,2,9,85,9 X 85 lbs,Dumbbell Split Squat Using Squat Rack Setup,Dumbbell Split Squat Using Squat Rack Setup
2025-12-01,Legs 1,,1,9,80,,Dumbbell Split Squat using squat rack setup,
2025-12-01,Legs 1,,2,9,85,,Dumbbell Split Squat using squat rack setup,
2025-12-01,Legs 1,,1,14,85,,Hip ADDuction,
2025-12-01,Legs 1,,2,13,90,,Hip ADDuction,
2025-12-01,Legs 1,,3,13,95,,Hip ADDuction,
2025-12-01,Legs 1,Hip ADDuction,1,14,85,14 X 85 lbs,Hip Adduction,Hip Adduction
2025-12-01,Legs 1,Hip ADDuction,2,13,90,13 X 90 lbs,Hip Adduction,Hip Adduction
2025-12-01,Legs 1,Hip ADDuction,3,13,95,13 X 95 lbs,Hip Adduction,Hip Adduction
2025-12-01,Legs 1,Leg extension,1,6,155,6 X 155 lbs,Leg Extension,Leg Extension
2025-12-01,Legs 1,Leg extension,2,6,160,6 X 160 lbs,Leg Extension,Leg Extension
2025-12-01,Legs 1,Leg extension,3,6,165,6 X 165 lbs,Leg Extension,Leg Extension
2025-12-01,Legs 1,,1,6,155,,Leg extension,
2025-12-01,Legs 1,,2,6,160,,Leg extension,
2025-12-01,Legs 1,,3,6,165,,Leg extension,
2025-12-01,Legs 1,Pendulum Squat,1,7,140,7 X 140 lbs,Pendulum Squat,Pendulum Squat
2025-12-01,Legs 1,Pendulum Squat,2,7,150,7 X 150 lbs,Pendulum Squat,Pendulum Squat
2025-12-01,Legs 1,Seated hamstring curl,1,7,150,7 X 150 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-12-01,Legs 1,Seated hamstring curl,2,7,155,7 X 155 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-12-01,Legs 1,Seated hamstring curl,3,7,160,7 X 160 lbs,Seated Hamstring Curl,Seated Hamstring Curl
2025-12-01,Legs 1,,1,7,150,,Seated hamstring curl,
2025-12-01,Legs 1,,2,7,155,,Seated hamstring curl,
2025-12-01,Legs 1,,3,7,160,,Seated hamstring curl,
2025-12-01,Legs 1,Single leg hamstring curl,1,8,60,8 X 60 lbs,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-12-01,Legs 1,Single leg hamstring curl,2,8,65,8 X 65 lbs,Single Leg Hamstring Curl,Single Leg Hamstring Curl
2025-12-01,Legs 1,,1,8,60,,Single leg hamstring curl,
2025-12-01,Legs 1,,2,8,65,,Single leg hamstring curl,
2025-12-01,Legs 1,Smith machine calf-raise,1,12,240,12 X 240 lbs,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-12-01,Legs 1,Smith machine calf-raise,2,12,250,12 X 250 lbs,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-12-01,Legs 1,Smith machine calf-raise,3,12,260,12 X 260 lbs,Smith Machine Calf Raise,Smith Machine Calf Raise
2025-12-01,Legs 1,,1,12,240,,Smith machine calf-raise,
2025-12-01,Legs 1,,2,12,250,,Smith machine calf-raise,
2025-12-01,Legs 1,,3,12,260,,Smith machine calf-raise,
2025-12-02,Upper 1,Bench supported Hi-Lo Cable Row,1,9,55,9 X 55 lbs,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-12-02,Upper 1,Bench supported Hi-Lo Cable Row,2,9,60,9 X 60 lbs,Bench Supported Hi Lo Cable Row,Bench Supported Hi Lo Cable Row
2025-12-02,Upper 1,,1,9,55,,Bench supported Hi-Lo Cable Row,
2025-12-02,Upper 1,,2,9,60,,Bench supported Hi-Lo Cable Row,
2025-12-02,Upper 1,Cable crunch,1,17,90,17 X 90 lbs,Cable Crunch,Cable Crunch
2025-12-02,Upper 1,Cable crunch,2,17,95,17 X 95 lbs,Cable Crunch,Cable Crunch
